Wholesale price trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20220820114423

Parameters
Date range,01 Jan 2012 - 31 Dec 2021
Region type,Nodes (key nodes)
Time scale,Day
Show,Simple average

Period start,Period end,Region ID,Region,Price ($/MWh)
30/12/2012,31/12/2012,WKM2201,WKM2201 - Whakamaru,49.76
30/12/2012,31/12/2012,RDF2201,RDF2201 - Redclyffe,48.99
30/12/2012,31/12/2012,SFD2201,SFD2201 - Stratford,48.11
30/12/2012,31/12/2012,HAY2201,HAY2201 - Haywards,46.38
30/12/2012,31/12/2012,ISL2201,ISL2201 - Islington,40.75
30/12/2012,31/12/2012,BEN2201,BEN2201 - Benmore,39.53
30/12/2012,31/12/2012,INV2201,INV2201 - Invercargill,38.71
31/12/2012,01/01/2013,OTA2201,OTA2201 - Otahuhu,40.67
31/12/2012,01/01/2013,WKM2201,WKM2201 - Whakamaru,39.42
31/12/2012,01/01/2013,RDF2201,RDF2201 - Redclyffe,38.77
31/12/2012,01/01/2013,SFD2201,SFD2201 - Stratford,38.29
31/12/2012,01/01/2013,HAY2201,HAY2201 - Haywards,36.91
31/12/2012,01/01/2013,ISL2201,ISL2201 - Islington,32.92
31/12/2012,01/01/2013,BEN2201,BEN2201 - Benmore,31.75
31/12/2012,01/01/2013,INV2201,INV2201 - Invercargill,31.02
01/01/2013,02/01/2013,WKM2201,WKM2201 - Whakamaru,38.99
01/01/2013,02/01/2013,SFD2201,SFD2201 - Stratford,37.76
02/01/2013,03/01/2013,WKM2201,WKM2201 - Whakamaru,43.50
02/01/2013,03/01/2013,SFD2201,SFD2201 - Stratford,42.07
03/01/2013,04/01/2013,WKM2201,WKM2201 - Whakamaru,44.76
03/01/2013,04/01/2013,SFD2201,SFD2201 - Stratford,43.26
04/01/2013,05/01/2013,WKM2201,WKM2201 - Whakamaru,40.47
04/01/2013,05/01/2013,SFD2201,SFD2201 - Stratford,38.85
05/01/2013,06/01/2013,WKM2201,WKM2201 - Whakamaru,54.55
05/01/2013,06/01/2013,SFD2201,SFD2201 - Stratford,52.25
06/01/2013,07/01/2013,WKM2201,WKM2201 - Whakamaru,48.63
06/01/2013,07/01/2013,SFD2201,SFD2201 - Stratford,46.88
07/01/2013,08/01/2013,WKM2201,WKM2201 - Whakamaru,46.38
07/01/2013,08/01/2013,SFD2201,SFD2201 - Stratford,44.62
08/01/2013,09/01/2013,WKM2201,WKM2201 - Whakamaru,53.16
08/01/2013,09/01/2013,SFD2201,SFD2201 - Stratford,52.06
09/01/2013,10/01/2013,WKM2201,WKM2201 - Whakamaru,67.20
09/01/2013,10/01/2013,SFD2201,SFD2201 - Stratford,65.91
10/01/2013,11/01/2013,WKM2201,WKM2201 - Whakamaru,69.39
10/01/2013,11/01/2013,SFD2201,SFD2201 - Stratford,67.87
11/01/2013,12/01/2013,WKM2201,WKM2201 - Whakamaru,60.85
11/01/2013,12/01/2013,SFD2201,SFD2201 - Stratford,59.49
12/01/2013,13/01/2013,WKM2201,WKM2201 - Whakamaru,50.59
12/01/2013,13/01/2013,SFD2201,SFD2201 - Stratford,49.85
13/01/2013,14/01/2013,WKM2201,WKM2201 - Whakamaru,54.64
13/01/2013,14/01/2013,SFD2201,SFD2201 - Stratford,53.88
14/01/2013,15/01/2013,WKM2201,WKM2201 - Whakamaru,62.58
14/01/2013,15/01/2013,SFD2201,SFD2201 - Stratford,61.20
15/01/2013,16/01/2013,WKM2201,WKM2201 - Whakamaru,66.15
15/01/2013,16/01/2013,SFD2201,SFD2201 - Stratford,65.06
16/01/2013,17/01/2013,WKM2201,WKM2201 - Whakamaru,57.51
16/01/2013,17/01/2013,SFD2201,SFD2201 - Stratford,56.61
17/01/2013,18/01/2013,WKM2201,WKM2201 - Whakamaru,48.32
17/01/2013,18/01/2013,SFD2201,SFD2201 - Stratford,46.90
18/01/2013,19/01/2013,WKM2201,WKM2201 - Whakamaru,57.20
18/01/2013,19/01/2013,SFD2201,SFD2201 - Stratford,56.14
19/01/2013,20/01/2013,WKM2201,WKM2201 - Whakamaru,29.76
19/01/2013,20/01/2013,SFD2201,SFD2201 - Stratford,28.92
20/01/2013,21/01/2013,WKM2201,WKM2201 - Whakamaru,26.27
20/01/2013,21/01/2013,SFD2201,SFD2201 - Stratford,25.63
21/01/2013,22/01/2013,WKM2201,WKM2201 - Whakamaru,59.43
21/01/2013,22/01/2013,SFD2201,SFD2201 - Stratford,58.30
22/01/2013,23/01/2013,WKM2201,WKM2201 - Whakamaru,70.84
22/01/2013,23/01/2013,SFD2201,SFD2201 - Stratford,69.23
23/01/2013,24/01/2013,WKM2201,WKM2201 - Whakamaru,62.22
23/01/2013,24/01/2013,SFD2201,SFD2201 - Stratford,60.55
24/01/2013,25/01/2013,WKM2201,WKM2201 - Whakamaru,62.08
24/01/2013,25/01/2013,SFD2201,SFD2201 - Stratford,60.39
25/01/2013,26/01/2013,WKM2201,WKM2201 - Whakamaru,61.97
25/01/2013,26/01/2013,SFD2201,SFD2201 - Stratford,60.44
26/01/2013,27/01/2013,WKM2201,WKM2201 - Whakamaru,44.91
26/01/2013,27/01/2013,SFD2201,SFD2201 - Stratford,44.05
27/01/2013,28/01/2013,WKM2201,WKM2201 - Whakamaru,44.76
27/01/2013,28/01/2013,SFD2201,SFD2201 - Stratford,45.13
28/01/2013,29/01/2013,WKM2201,WKM2201 - Whakamaru,45.43
28/01/2013,29/01/2013,SFD2201,SFD2201 - Stratford,45.94
29/01/2013,30/01/2013,WKM2201,WKM2201 - Whakamaru,68.70
29/01/2013,30/01/2013,SFD2201,SFD2201 - Stratford,67.42
30/01/2013,31/01/2013,WKM2201,WKM2201 - Whakamaru,83.38
30/01/2013,31/01/2013,SFD2201,SFD2201 - Stratford,82.35
31/01/2013,01/02/2013,WKM2201,WKM2201 - Whakamaru,71.34
31/01/2013,01/02/2013,SFD2201,SFD2201 - Stratford,70.11
01/02/2013,02/02/2013,WKM2201,WKM2201 - Whakamaru,70.32
01/02/2013,02/02/2013,SFD2201,SFD2201 - Stratford,69.81
02/02/2013,03/02/2013,WKM2201,WKM2201 - Whakamaru,46.22
02/02/2013,03/02/2013,SFD2201,SFD2201 - Stratford,45.18
03/02/2013,04/02/2013,WKM2201,WKM2201 - Whakamaru,40.86
03/02/2013,04/02/2013,SFD2201,SFD2201 - Stratford,40.36
04/02/2013,05/02/2013,WKM2201,WKM2201 - Whakamaru,71.18
04/02/2013,05/02/2013,SFD2201,SFD2201 - Stratford,69.37
05/02/2013,06/02/2013,WKM2201,WKM2201 - Whakamaru,39.31
05/02/2013,06/02/2013,SFD2201,SFD2201 - Stratford,38.21
06/02/2013,07/02/2013,WKM2201,WKM2201 - Whakamaru,49.81
06/02/2013,07/02/2013,SFD2201,SFD2201 - Stratford,49.34
07/02/2013,08/02/2013,WKM2201,WKM2201 - Whakamaru,62.81
07/02/2013,08/02/2013,SFD2201,SFD2201 - Stratford,61.68
08/02/2013,09/02/2013,WKM2201,WKM2201 - Whakamaru,101.30
08/02/2013,09/02/2013,SFD2201,SFD2201 - Stratford,104.61
09/02/2013,10/02/2013,WKM2201,WKM2201 - Whakamaru,37.38
09/02/2013,10/02/2013,SFD2201,SFD2201 - Stratford,36.64
10/02/2013,11/02/2013,WKM2201,WKM2201 - Whakamaru,46.50
10/02/2013,11/02/2013,SFD2201,SFD2201 - Stratford,45.89
11/02/2013,12/02/2013,WKM2201,WKM2201 - Whakamaru,64.74
11/02/2013,12/02/2013,SFD2201,SFD2201 - Stratford,62.17
12/02/2013,13/02/2013,WKM2201,WKM2201 - Whakamaru,78.64
12/02/2013,13/02/2013,SFD2201,SFD2201 - Stratford,77.02
13/02/2013,14/02/2013,WKM2201,WKM2201 - Whakamaru,67.56
13/02/2013,14/02/2013,SFD2201,SFD2201 - Stratford,65.70
14/02/2013,15/02/2013,WKM2201,WKM2201 - Whakamaru,73.55
14/02/2013,15/02/2013,SFD2201,SFD2201 - Stratford,71.83
15/02/2013,16/02/2013,WKM2201,WKM2201 - Whakamaru,75.48
15/02/2013,16/02/2013,SFD2201,SFD2201 - Stratford,73.46
16/02/2013,17/02/2013,WKM2201,WKM2201 - Whakamaru,62.55
16/02/2013,17/02/2013,SFD2201,SFD2201 - Stratford,61.73
17/02/2013,18/02/2013,WKM2201,WKM2201 - Whakamaru,55.96
17/02/2013,18/02/2013,SFD2201,SFD2201 - Stratford,54.29
18/02/2013,19/02/2013,WKM2201,WKM2201 - Whakamaru,72.06
18/02/2013,19/02/2013,SFD2201,SFD2201 - Stratford,70.11
19/02/2013,20/02/2013,WKM2201,WKM2201 - Whakamaru,79.36
19/02/2013,20/02/2013,SFD2201,SFD2201 - Stratford,77.87
20/02/2013,21/02/2013,WKM2201,WKM2201 - Whakamaru,77.16
20/02/2013,21/02/2013,SFD2201,SFD2201 - Stratford,75.82
21/02/2013,22/02/2013,WKM2201,WKM2201 - Whakamaru,78.29
21/02/2013,22/02/2013,SFD2201,SFD2201 - Stratford,77.63
22/02/2013,23/02/2013,WKM2201,WKM2201 - Whakamaru,75.19
22/02/2013,23/02/2013,SFD2201,SFD2201 - Stratford,75.16
23/02/2013,24/02/2013,WKM2201,WKM2201 - Whakamaru,63.65
23/02/2013,24/02/2013,SFD2201,SFD2201 - Stratford,64.96
24/02/2013,25/02/2013,WKM2201,WKM2201 - Whakamaru,71.56
24/02/2013,25/02/2013,SFD2201,SFD2201 - Stratford,72.80
25/02/2013,26/02/2013,WKM2201,WKM2201 - Whakamaru,75.74
25/02/2013,26/02/2013,SFD2201,SFD2201 - Stratford,75.87
26/02/2013,27/02/2013,WKM2201,WKM2201 - Whakamaru,95.61
26/02/2013,27/02/2013,SFD2201,SFD2201 - Stratford,97.86
27/02/2013,28/02/2013,WKM2201,WKM2201 - Whakamaru,133.43
27/02/2013,28/02/2013,SFD2201,SFD2201 - Stratford,133.48
28/02/2013,01/03/2013,WKM2201,WKM2201 - Whakamaru,156.63
28/02/2013,01/03/2013,SFD2201,SFD2201 - Stratford,158.51
01/03/2013,02/03/2013,WKM2201,WKM2201 - Whakamaru,218.21
01/03/2013,02/03/2013,SFD2201,SFD2201 - Stratford,230.40
02/03/2013,03/03/2013,WKM2201,WKM2201 - Whakamaru,118.95
02/03/2013,03/03/2013,SFD2201,SFD2201 - Stratford,122.43
03/03/2013,04/03/2013,WKM2201,WKM2201 - Whakamaru,147.71
03/03/2013,04/03/2013,SFD2201,SFD2201 - Stratford,152.07
04/03/2013,05/03/2013,WKM2201,WKM2201 - Whakamaru,149.37
04/03/2013,05/03/2013,SFD2201,SFD2201 - Stratford,152.73
05/03/2013,06/03/2013,WKM2201,WKM2201 - Whakamaru,212.51
05/03/2013,06/03/2013,SFD2201,SFD2201 - Stratford,218.77
06/03/2013,07/03/2013,WKM2201,WKM2201 - Whakamaru,197.23
06/03/2013,07/03/2013,SFD2201,SFD2201 - Stratford,202.82
07/03/2013,08/03/2013,WKM2201,WKM2201 - Whakamaru,256.29
07/03/2013,08/03/2013,SFD2201,SFD2201 - Stratford,264.31
08/03/2013,09/03/2013,WKM2201,WKM2201 - Whakamaru,326.92
08/03/2013,09/03/2013,SFD2201,SFD2201 - Stratford,340.11
09/03/2013,10/03/2013,WKM2201,WKM2201 - Whakamaru,142.02
09/03/2013,10/03/2013,SFD2201,SFD2201 - Stratford,146.41
10/03/2013,11/03/2013,WKM2201,WKM2201 - Whakamaru,108.50
10/03/2013,11/03/2013,SFD2201,SFD2201 - Stratford,112.07
11/03/2013,12/03/2013,WKM2201,WKM2201 - Whakamaru,166.78
11/03/2013,12/03/2013,SFD2201,SFD2201 - Stratford,170.25
12/03/2013,13/03/2013,WKM2201,WKM2201 - Whakamaru,161.68
12/03/2013,13/03/2013,SFD2201,SFD2201 - Stratford,165.02
13/03/2013,14/03/2013,WKM2201,WKM2201 - Whakamaru,242.59
13/03/2013,14/03/2013,SFD2201,SFD2201 - Stratford,251.29
14/03/2013,15/03/2013,WKM2201,WKM2201 - Whakamaru,174.18
14/03/2013,15/03/2013,SFD2201,SFD2201 - Stratford,179.93
15/03/2013,16/03/2013,WKM2201,WKM2201 - Whakamaru,100.42
15/03/2013,16/03/2013,SFD2201,SFD2201 - Stratford,103.21
16/03/2013,17/03/2013,WKM2201,WKM2201 - Whakamaru,84.31
16/03/2013,17/03/2013,SFD2201,SFD2201 - Stratford,86.89
17/03/2013,18/03/2013,WKM2201,WKM2201 - Whakamaru,108.63
17/03/2013,18/03/2013,SFD2201,SFD2201 - Stratford,112.05
18/03/2013,19/03/2013,WKM2201,WKM2201 - Whakamaru,134.31
18/03/2013,19/03/2013,SFD2201,SFD2201 - Stratford,133.54
19/03/2013,20/03/2013,WKM2201,WKM2201 - Whakamaru,86.38
19/03/2013,20/03/2013,SFD2201,SFD2201 - Stratford,88.32
20/03/2013,21/03/2013,WKM2201,WKM2201 - Whakamaru,102.10
20/03/2013,21/03/2013,SFD2201,SFD2201 - Stratford,103.55
21/03/2013,22/03/2013,WKM2201,WKM2201 - Whakamaru,118.49
21/03/2013,22/03/2013,SFD2201,SFD2201 - Stratford,120.08
22/03/2013,23/03/2013,WKM2201,WKM2201 - Whakamaru,106.03
22/03/2013,23/03/2013,SFD2201,SFD2201 - Stratford,108.69
23/03/2013,24/03/2013,WKM2201,WKM2201 - Whakamaru,87.44
23/03/2013,24/03/2013,SFD2201,SFD2201 - Stratford,90.22
24/03/2013,25/03/2013,WKM2201,WKM2201 - Whakamaru,79.60
24/03/2013,25/03/2013,SFD2201,SFD2201 - Stratford,82.15
25/03/2013,26/03/2013,WKM2201,WKM2201 - Whakamaru,114.02
25/03/2013,26/03/2013,SFD2201,SFD2201 - Stratford,115.51
26/03/2013,27/03/2013,WKM2201,WKM2201 - Whakamaru,109.51
26/03/2013,27/03/2013,SFD2201,SFD2201 - Stratford,108.18
27/03/2013,28/03/2013,WKM2201,WKM2201 - Whakamaru,99.42
27/03/2013,28/03/2013,SFD2201,SFD2201 - Stratford,97.84
28/03/2013,29/03/2013,WKM2201,WKM2201 - Whakamaru,108.43
28/03/2013,29/03/2013,SFD2201,SFD2201 - Stratford,106.75
29/03/2013,30/03/2013,WKM2201,WKM2201 - Whakamaru,73.92
29/03/2013,30/03/2013,SFD2201,SFD2201 - Stratford,74.72
30/03/2013,31/03/2013,WKM2201,WKM2201 - Whakamaru,74.07
30/03/2013,31/03/2013,SFD2201,SFD2201 - Stratford,75.42
31/03/2013,01/04/2013,WKM2201,WKM2201 - Whakamaru,63.09
31/03/2013,01/04/2013,SFD2201,SFD2201 - Stratford,63.78
01/04/2013,02/04/2013,WKM2201,WKM2201 - Whakamaru,55.20
01/04/2013,02/04/2013,SFD2201,SFD2201 - Stratford,54.95
02/04/2013,03/04/2013,WKM2201,WKM2201 - Whakamaru,84.25
02/04/2013,03/04/2013,SFD2201,SFD2201 - Stratford,83.02
03/04/2013,04/04/2013,WKM2201,WKM2201 - Whakamaru,67.69
03/04/2013,04/04/2013,SFD2201,SFD2201 - Stratford,67.77
04/04/2013,05/04/2013,WKM2201,WKM2201 - Whakamaru,93.14
04/04/2013,05/04/2013,SFD2201,SFD2201 - Stratford,92.67
05/04/2013,06/04/2013,WKM2201,WKM2201 - Whakamaru,147.86
05/04/2013,06/04/2013,SFD2201,SFD2201 - Stratford,145.11
06/04/2013,07/04/2013,WKM2201,WKM2201 - Whakamaru,108.95
06/04/2013,07/04/2013,SFD2201,SFD2201 - Stratford,106.86
07/04/2013,08/04/2013,WKM2201,WKM2201 - Whakamaru,116.59
07/04/2013,08/04/2013,SFD2201,SFD2201 - Stratford,114.73
08/04/2013,09/04/2013,WKM2201,WKM2201 - Whakamaru,94.13
08/04/2013,09/04/2013,SFD2201,SFD2201 - Stratford,92.66
09/04/2013,10/04/2013,WKM2201,WKM2201 - Whakamaru,120.71
09/04/2013,10/04/2013,SFD2201,SFD2201 - Stratford,118.48
10/04/2013,11/04/2013,WKM2201,WKM2201 - Whakamaru,113.85
10/04/2013,11/04/2013,SFD2201,SFD2201 - Stratford,108.93
11/04/2013,12/04/2013,WKM2201,WKM2201 - Whakamaru,85.29
11/04/2013,12/04/2013,SFD2201,SFD2201 - Stratford,83.70
12/04/2013,13/04/2013,WKM2201,WKM2201 - Whakamaru,85.13
12/04/2013,13/04/2013,SFD2201,SFD2201 - Stratford,84.32
13/04/2013,14/04/2013,WKM2201,WKM2201 - Whakamaru,89.47
13/04/2013,14/04/2013,SFD2201,SFD2201 - Stratford,90.46
14/04/2013,15/04/2013,WKM2201,WKM2201 - Whakamaru,72.32
14/04/2013,15/04/2013,SFD2201,SFD2201 - Stratford,73.42
15/04/2013,16/04/2013,WKM2201,WKM2201 - Whakamaru,76.71
15/04/2013,16/04/2013,SFD2201,SFD2201 - Stratford,75.35
16/04/2013,17/04/2013,WKM2201,WKM2201 - Whakamaru,98.79
16/04/2013,17/04/2013,SFD2201,SFD2201 - Stratford,97.07
17/04/2013,18/04/2013,WKM2201,WKM2201 - Whakamaru,88.58
17/04/2013,18/04/2013,SFD2201,SFD2201 - Stratford,88.01
18/04/2013,19/04/2013,WKM2201,WKM2201 - Whakamaru,103.21
18/04/2013,19/04/2013,SFD2201,SFD2201 - Stratford,101.03
19/04/2013,20/04/2013,WKM2201,WKM2201 - Whakamaru,88.30
19/04/2013,20/04/2013,SFD2201,SFD2201 - Stratford,86.87
20/04/2013,21/04/2013,WKM2201,WKM2201 - Whakamaru,89.58
20/04/2013,21/04/2013,SFD2201,SFD2201 - Stratford,89.44
21/04/2013,22/04/2013,WKM2201,WKM2201 - Whakamaru,98.98
21/04/2013,22/04/2013,SFD2201,SFD2201 - Stratford,100.88
22/04/2013,23/04/2013,WKM2201,WKM2201 - Whakamaru,94.28
22/04/2013,23/04/2013,SFD2201,SFD2201 - Stratford,94.36
23/04/2013,24/04/2013,WKM2201,WKM2201 - Whakamaru,73.77
23/04/2013,24/04/2013,SFD2201,SFD2201 - Stratford,74.56
24/04/2013,25/04/2013,WKM2201,WKM2201 - Whakamaru,66.46
24/04/2013,25/04/2013,SFD2201,SFD2201 - Stratford,66.90
25/04/2013,26/04/2013,WKM2201,WKM2201 - Whakamaru,82.26
25/04/2013,26/04/2013,SFD2201,SFD2201 - Stratford,86.15
26/04/2013,27/04/2013,WKM2201,WKM2201 - Whakamaru,74.79
26/04/2013,27/04/2013,SFD2201,SFD2201 - Stratford,77.74
27/04/2013,28/04/2013,WKM2201,WKM2201 - Whakamaru,77.46
27/04/2013,28/04/2013,SFD2201,SFD2201 - Stratford,79.38
28/04/2013,29/04/2013,WKM2201,WKM2201 - Whakamaru,74.42
28/04/2013,29/04/2013,SFD2201,SFD2201 - Stratford,75.32
29/04/2013,30/04/2013,WKM2201,WKM2201 - Whakamaru,67.86
29/04/2013,30/04/2013,SFD2201,SFD2201 - Stratford,67.04
30/04/2013,01/05/2013,WKM2201,WKM2201 - Whakamaru,67.16
30/04/2013,01/05/2013,SFD2201,SFD2201 - Stratford,67.78
01/05/2013,02/05/2013,WKM2201,WKM2201 - Whakamaru,68.35
01/05/2013,02/05/2013,SFD2201,SFD2201 - Stratford,68.86
02/05/2013,03/05/2013,WKM2201,WKM2201 - Whakamaru,76.79
02/05/2013,03/05/2013,SFD2201,SFD2201 - Stratford,77.38
03/05/2013,04/05/2013,WKM2201,WKM2201 - Whakamaru,74.06
03/05/2013,04/05/2013,SFD2201,SFD2201 - Stratford,75.32
04/05/2013,05/05/2013,WKM2201,WKM2201 - Whakamaru,68.80
04/05/2013,05/05/2013,SFD2201,SFD2201 - Stratford,70.09
05/05/2013,06/05/2013,WKM2201,WKM2201 - Whakamaru,67.71
05/05/2013,06/05/2013,SFD2201,SFD2201 - Stratford,69.31
06/05/2013,07/05/2013,WKM2201,WKM2201 - Whakamaru,76.65
06/05/2013,07/05/2013,SFD2201,SFD2201 - Stratford,75.81
07/05/2013,08/05/2013,WKM2201,WKM2201 - Whakamaru,72.77
07/05/2013,08/05/2013,SFD2201,SFD2201 - Stratford,71.28
08/05/2013,09/05/2013,WKM2201,WKM2201 - Whakamaru,83.73
08/05/2013,09/05/2013,SFD2201,SFD2201 - Stratford,82.43
09/05/2013,10/05/2013,WKM2201,WKM2201 - Whakamaru,79.00
09/05/2013,10/05/2013,SFD2201,SFD2201 - Stratford,79.28
10/05/2013,11/05/2013,WKM2201,WKM2201 - Whakamaru,74.23
10/05/2013,11/05/2013,SFD2201,SFD2201 - Stratford,73.55
11/05/2013,12/05/2013,WKM2201,WKM2201 - Whakamaru,78.59
11/05/2013,12/05/2013,SFD2201,SFD2201 - Stratford,78.97
12/05/2013,13/05/2013,WKM2201,WKM2201 - Whakamaru,72.65
12/05/2013,13/05/2013,SFD2201,SFD2201 - Stratford,72.87
13/05/2013,14/05/2013,WKM2201,WKM2201 - Whakamaru,66.75
13/05/2013,14/05/2013,SFD2201,SFD2201 - Stratford,66.67
14/05/2013,15/05/2013,WKM2201,WKM2201 - Whakamaru,59.39
14/05/2013,15/05/2013,SFD2201,SFD2201 - Stratford,58.88
15/05/2013,16/05/2013,WKM2201,WKM2201 - Whakamaru,67.86
15/05/2013,16/05/2013,SFD2201,SFD2201 - Stratford,67.42
16/05/2013,17/05/2013,WKM2201,WKM2201 - Whakamaru,79.25
16/05/2013,17/05/2013,SFD2201,SFD2201 - Stratford,78.59
17/05/2013,18/05/2013,WKM2201,WKM2201 - Whakamaru,88.94
17/05/2013,18/05/2013,SFD2201,SFD2201 - Stratford,88.99
18/05/2013,19/05/2013,WKM2201,WKM2201 - Whakamaru,81.18
18/05/2013,19/05/2013,SFD2201,SFD2201 - Stratford,82.08
19/05/2013,20/05/2013,WKM2201,WKM2201 - Whakamaru,62.96
19/05/2013,20/05/2013,SFD2201,SFD2201 - Stratford,63.48
20/05/2013,21/05/2013,WKM2201,WKM2201 - Whakamaru,69.13
20/05/2013,21/05/2013,SFD2201,SFD2201 - Stratford,69.01
21/05/2013,22/05/2013,WKM2201,WKM2201 - Whakamaru,93.41
21/05/2013,22/05/2013,SFD2201,SFD2201 - Stratford,91.91
22/05/2013,23/05/2013,WKM2201,WKM2201 - Whakamaru,86.39
22/05/2013,23/05/2013,SFD2201,SFD2201 - Stratford,84.86
23/05/2013,24/05/2013,WKM2201,WKM2201 - Whakamaru,82.87
23/05/2013,24/05/2013,SFD2201,SFD2201 - Stratford,82.09
24/05/2013,25/05/2013,WKM2201,WKM2201 - Whakamaru,85.55
24/05/2013,25/05/2013,SFD2201,SFD2201 - Stratford,84.48
25/05/2013,26/05/2013,WKM2201,WKM2201 - Whakamaru,74.79
25/05/2013,26/05/2013,SFD2201,SFD2201 - Stratford,74.33
26/05/2013,27/05/2013,WKM2201,WKM2201 - Whakamaru,57.86
26/05/2013,27/05/2013,SFD2201,SFD2201 - Stratford,57.67
27/05/2013,28/05/2013,WKM2201,WKM2201 - Whakamaru,64.52
27/05/2013,28/05/2013,SFD2201,SFD2201 - Stratford,63.11
28/05/2013,29/05/2013,WKM2201,WKM2201 - Whakamaru,99.23
28/05/2013,29/05/2013,SFD2201,SFD2201 - Stratford,96.97
29/05/2013,30/05/2013,WKM2201,WKM2201 - Whakamaru,84.55
29/05/2013,30/05/2013,SFD2201,SFD2201 - Stratford,82.47
30/05/2013,31/05/2013,WKM2201,WKM2201 - Whakamaru,82.67
30/05/2013,31/05/2013,SFD2201,SFD2201 - Stratford,81.23
31/05/2013,01/06/2013,WKM2201,WKM2201 - Whakamaru,69.62
31/05/2013,01/06/2013,SFD2201,SFD2201 - Stratford,69.06
01/06/2013,02/06/2013,WKM2201,WKM2201 - Whakamaru,48.86
01/06/2013,02/06/2013,SFD2201,SFD2201 - Stratford,48.35
02/06/2013,03/06/2013,WKM2201,WKM2201 - Whakamaru,32.13
02/06/2013,03/06/2013,SFD2201,SFD2201 - Stratford,31.13
03/06/2013,04/06/2013,WKM2201,WKM2201 - Whakamaru,31.46
03/06/2013,04/06/2013,SFD2201,SFD2201 - Stratford,30.24
04/06/2013,05/06/2013,WKM2201,WKM2201 - Whakamaru,49.24
04/06/2013,05/06/2013,SFD2201,SFD2201 - Stratford,46.67
05/06/2013,06/06/2013,WKM2201,WKM2201 - Whakamaru,54.38
05/06/2013,06/06/2013,SFD2201,SFD2201 - Stratford,51.94
06/06/2013,07/06/2013,WKM2201,WKM2201 - Whakamaru,55.25
06/06/2013,07/06/2013,SFD2201,SFD2201 - Stratford,52.77
07/06/2013,08/06/2013,WKM2201,WKM2201 - Whakamaru,60.29
07/06/2013,08/06/2013,SFD2201,SFD2201 - Stratford,57.42
08/06/2013,09/06/2013,WKM2201,WKM2201 - Whakamaru,58.80
08/06/2013,09/06/2013,SFD2201,SFD2201 - Stratford,56.43
09/06/2013,10/06/2013,WKM2201,WKM2201 - Whakamaru,54.80
09/06/2013,10/06/2013,SFD2201,SFD2201 - Stratford,52.37
10/06/2013,11/06/2013,WKM2201,WKM2201 - Whakamaru,60.50
10/06/2013,11/06/2013,SFD2201,SFD2201 - Stratford,57.80
11/06/2013,12/06/2013,WKM2201,WKM2201 - Whakamaru,59.67
11/06/2013,12/06/2013,SFD2201,SFD2201 - Stratford,56.94
12/06/2013,13/06/2013,WKM2201,WKM2201 - Whakamaru,66.84
12/06/2013,13/06/2013,SFD2201,SFD2201 - Stratford,63.76
13/06/2013,14/06/2013,WKM2201,WKM2201 - Whakamaru,71.57
13/06/2013,14/06/2013,SFD2201,SFD2201 - Stratford,68.44
14/06/2013,15/06/2013,WKM2201,WKM2201 - Whakamaru,70.97
14/06/2013,15/06/2013,SFD2201,SFD2201 - Stratford,68.15
15/06/2013,16/06/2013,WKM2201,WKM2201 - Whakamaru,84.90
15/06/2013,16/06/2013,SFD2201,SFD2201 - Stratford,81.32
16/06/2013,17/06/2013,WKM2201,WKM2201 - Whakamaru,79.63
16/06/2013,17/06/2013,SFD2201,SFD2201 - Stratford,76.37
17/06/2013,18/06/2013,WKM2201,WKM2201 - Whakamaru,68.83
17/06/2013,18/06/2013,SFD2201,SFD2201 - Stratford,65.71
18/06/2013,19/06/2013,WKM2201,WKM2201 - Whakamaru,46.83
18/06/2013,19/06/2013,SFD2201,SFD2201 - Stratford,45.34
19/06/2013,20/06/2013,WKM2201,WKM2201 - Whakamaru,51.53
19/06/2013,20/06/2013,SFD2201,SFD2201 - Stratford,51.20
20/06/2013,21/06/2013,WKM2201,WKM2201 - Whakamaru,94.02
20/06/2013,21/06/2013,SFD2201,SFD2201 - Stratford,99.25
21/06/2013,22/06/2013,WKM2201,WKM2201 - Whakamaru,77.69
21/06/2013,22/06/2013,SFD2201,SFD2201 - Stratford,75.83
22/06/2013,23/06/2013,WKM2201,WKM2201 - Whakamaru,77.29
22/06/2013,23/06/2013,SFD2201,SFD2201 - Stratford,75.87
23/06/2013,24/06/2013,WKM2201,WKM2201 - Whakamaru,76.49
23/06/2013,24/06/2013,SFD2201,SFD2201 - Stratford,74.33
24/06/2013,25/06/2013,WKM2201,WKM2201 - Whakamaru,70.62
24/06/2013,25/06/2013,SFD2201,SFD2201 - Stratford,68.25
25/06/2013,26/06/2013,WKM2201,WKM2201 - Whakamaru,80.14
25/06/2013,26/06/2013,SFD2201,SFD2201 - Stratford,77.91
26/06/2013,27/06/2013,WKM2201,WKM2201 - Whakamaru,80.43
26/06/2013,27/06/2013,SFD2201,SFD2201 - Stratford,77.33
27/06/2013,28/06/2013,WKM2201,WKM2201 - Whakamaru,82.65
27/06/2013,28/06/2013,SFD2201,SFD2201 - Stratford,79.08
28/06/2013,29/06/2013,WKM2201,WKM2201 - Whakamaru,80.12
28/06/2013,29/06/2013,SFD2201,SFD2201 - Stratford,77.71
29/06/2013,30/06/2013,WKM2201,WKM2201 - Whakamaru,83.32
